entropy,line_count,saturation_mean,saturation_quartile_3,red_mean,hue_bin_0,saturation_median,local_contrast_3x3_std,saturation_quartile_1,hue_bin_3,label,path
232677.46266629547,1195.0,100.03501722547745,168.0,120.59195454915364,0.1491444905598958,58.0,33.26707504230289,52.0,0.0706668429904514,AI,data/AI_SD_ukiyo-e/9-947171145-109505.jpg
266408.8170420631,1172.0,100.54617648654514,118.0,139.91013420952692,0.3352745903862847,92.0,30.633653313505057,75.0,0.0419667561848958,AI,data/AI_SD_ukiyo-e/9-960801906-737920.jpg
270339.2758902803,2648.0,133.3976101345486,169.0,120.64548577202692,0.4253387451171875,123.0,23.625763717428125,97.0,0.0276031494140625,AI,data/AI_SD_ukiyo-e/9-935042632-531620.jpg
273210.5897562706,2588.0,79.48505995008681,104.0,103.6675788031684,0.1953311496310764,76.0,25.77309967373697,39.0,0.1184743245442708,AI,data/AI_SD_ukiyo-e/9-975556822-400989.jpg
263841.59766788554,2502.0,68.38531324598524,87.0,127.45212131076389,0.3535529242621528,64.0,33.51951175135459,38.0,0.1643507215711805,AI,data/AI_SD_ukiyo-e/9-828434681-942697.jpg
254035.4325289256,2140.0,126.88944668240018,186.0,110.72581142849393,0.1945410834418403,113.0,36.58170695572234,72.0,0.2972886827256944,AI,data/AI_SD_ukiyo-e/9-885585725-316772.jpg
236380.39493892208,2547.0,106.19048563639323,162.0,123.96396043565538,0.3151923285590278,78.0,28.699791924395548,56.0,0.3135494656032986,AI,data/AI_SD_ukiyo-e/9-879597690-461892.jpg
247869.6494513766,1852.0,127.62728712293836,173.0,126.58873833550348,0.3440958658854167,121.0,27.38864233976112,88.0,0.058073255750868,AI,data/AI_SD_ukiyo-e/9-90774543-781273.jpg
274784.4971244803,2597.0,115.41620042588976,140.0,116.026121351454,0.4192996554904514,118.0,30.074352637728783,89.0,0.0675489637586805,AI,data/AI_SD_ukiyo-e/9-822816619-270640.jpg
209526.6396120964,1756.0,136.27725389268664,200.0,146.86754014756946,0.2512274848090278,144.0,40.48884130668573,77.0,0.0525767008463541,AI,data/AI_SD_ukiyo-e/9-936665859-720821.jpg
250128.96770709977,1205.0,84.12270609537761,112.0,148.503665500217,0.5048200819227431,80.0,38.24592189900968,60.0,0.3277604844835069,AI,data/AI_SD_ukiyo-e/9-977391159-670426.jpg
278076.30243715644,1481.0,111.20272318522136,124.0,127.23321702745226,0.4021114773220486,117.0,28.1604060734142,102.0,0.0538109673394097,AI,data/AI_SD_ukiyo-e/9-980270666-979558.jpg
213714.26298343184,2729.0,109.00296868218317,149.0,145.72992282443576,0.2691819932725694,85.0,36.34835810305304,73.0,0.2934434678819444,AI,data/AI_SD_ukiyo-e/9-927138457-701832.jpg
244630.39421784744,2332.0,109.99982537163628,135.0,135.672604031033,0.2297431098090278,95.0,40.83938746815406,70.0,0.015838623046875,AI,data/AI_SD_ukiyo-e/9-901022777-486127.jpg
222930.08180044545,2816.0,107.10343254937068,137.0,133.02731153700086,0.3115403917100694,100.0,35.30226028284346,73.0,0.0223524305555555,AI,data/AI_SD_ukiyo-e/9-970746969-945890.jpg
276309.76189611515,1588.0,74.0067850748698,87.0,110.94480217827692,0.2365383572048611,65.0,34.70518314252724,43.0,0.2609592013888889,AI,data/AI_SD_ukiyo-e/9-904655593-921787.jpg
216649.3853331107,2774.0,77.73485989040799,104.0,146.97170681423611,0.3632998996310764,67.0,34.95858579050941,45.0,0.0284830729166666,AI,data/AI_SD_ukiyo-e/9-936665859-966263.jpg
249772.03413927037,1284.0,108.38218010796442,122.0,124.35266621907552,0.3947024875217014,114.0,27.01277219588861,88.0,0.0631425645616319,AI,data/AI_SD_ukiyo-e/9-900703333-998435.jpg
240327.2532864749,2009.0,112.182127210829,141.0,139.61563958062067,0.4166463216145833,124.0,36.05861288603352,80.0,0.1367424858940972,AI,data/AI_SD_ukiyo-e/9-85110427-242562.jpg
259789.5060974034,1610.0,131.2878180609809,169.0,113.51337348090276,0.2472364637586805,144.0,28.823977325463066,103.0,0.0114169650607638,AI,data/AI_SD_ukiyo-e/9-907676209-218533.jpg
251787.9166722328,2244.0,95.10281032986111,113.0,136.8342081705729,0.2974633110894097,79.0,30.224481239085843,67.0,0.0081193712022569,AI,data/AI_SD_ukiyo-e/9-972212624-254632.jpg
254885.4483585728,2240.0,98.3418918185764,124.0,129.44077385796442,0.4925435384114583,96.0,38.2297414558882,68.0,0.0105150010850694,AI,data/AI_SD_ukiyo-e/9-856562312-248996.jpg
247824.3509387232,1339.0,106.8931189643012,183.0,136.84086100260416,0.3655734592013889,66.0,31.84926350723662,43.0,0.1121063232421875,AI,data/AI_SD_ukiyo-e/9-848981174-855007.jpg
230647.5348351959,1819.0,85.75141228569879,129.0,147.45575629340277,0.4981943766276042,66.0,39.32889976493684,49.0,0.1653052435980903,AI,data/AI_SD_ukiyo-e/9-87751948-14509.jpg
226391.14227202852,2632.0,93.54413350423177,116.0,134.20358106825086,0.2872399224175347,89.0,39.62354203919734,58.0,0.0185936821831597,AI,data/AI_SD_ukiyo-e/9-845730536-664512.jpg
271176.7741271478,3008.0,122.46544901529948,167.0,92.62787034776476,0.0298919677734375,148.0,29.47601389016334,69.0,0.2121921115451389,AI,data/AI_SD_ukiyo-e/9-955674977-689355.jpg
247573.20963445844,1461.0,72.25950622558594,70.0,115.32457648383246,0.1853959825303819,49.0,24.770407743356493,38.0,0.3599090576171875,AI,data/AI_SD_ukiyo-e/9-837307515-388201.jpg
248238.9822637085,1293.0,79.05069308810764,91.0,127.66945224338107,0.2551456027560764,77.0,35.45545980699674,64.0,0.1092241075303819,AI,data/AI_SD_ukiyo-e/9-926823509-129028.jpg
243022.75353002932,2828.0,116.19413079155817,151.0,127.43129306369356,0.4014400906032986,126.0,33.87214678868125,69.0,0.100523206922743,AI,data/AI_SD_ukiyo-e/9-868801440-433269.jpg
213405.1777155539,2520.0,108.17752753363716,124.0,127.77779812282986,0.1738433837890625,104.0,54.347042634946845,73.0,0.0554979112413194,AI,data/AI_SD_ukiyo-e/9-922711795-731222.jpg
235108.56751518836,1029.0,94.80221048990886,142.0,144.04241604275174,0.296783447265625,80.0,33.24316886760349,68.0,0.0605672200520833,AI,data/AI_SD_ukiyo-e/9-9508490-396371.jpg
237597.78263892743,2206.0,118.00511338975694,149.0,154.989742702908,0.5261603461371528,126.0,37.64382043659461,66.0,0.1210157606336805,AI,data/AI_SD_ukiyo-e/9-956303516-905309.jpg
227178.38098390604,2332.0,111.77865431043836,173.0,142.1326700846354,0.1589745415581597,105.0,29.889309996925967,54.0,0.0647226969401041,AI,data/AI_SD_ukiyo-e/9-9799963-702920.jpg
277581.8692872052,1376.0,91.95152452256944,93.0,127.35174730088976,0.3081037733289931,73.0,29.04547814937716,61.0,0.5749291314019097,AI,data/AI_SD_ukiyo-e/9-858270745-524756.jpg
216512.54897873988,1608.0,116.04502360026042,137.0,153.68600463867188,0.3897060818142361,118.0,45.024192278742426,87.0,0.0444302029079861,AI,data/AI_SD_ukiyo-e/9-827282371-850378.jpg
269236.77736809384,1616.0,124.73880004882812,157.0,132.6000044080946,0.4585164388020833,138.0,34.442673821188016,78.0,0.0585174560546875,AI,data/AI_SD_ukiyo-e/9-956944312-655491.jpg
275080.8360583307,2490.0,107.49536980523004,140.0,106.1805419921875,0.1591678195529514,100.0,27.90783377461416,79.0,0.1595679389105903,AI,data/AI_SD_ukiyo-e/9-944093665-371120.jpg
269178.2318332544,2041.0,127.84321763780382,161.0,127.4518059624566,0.2793918185763889,145.0,23.9270528283339,88.0,0.1060723198784722,AI,data/AI_SD_ukiyo-e/9-878039314-771241.jpg
232913.4354082452,2666.0,92.3512454562717,139.0,133.33409966362848,0.32000732421875,77.0,41.13326474169529,46.0,0.1463809543185764,AI,data/AI_SD_ukiyo-e/9-848479660-858391.jpg
258079.7914984949,2205.0,119.41506788465712,186.0,129.81280178493924,0.279144287109375,127.0,26.594371133960703,51.0,0.0397966172960069,AI,data/AI_SD_ukiyo-e/9-983925067-464452.jpg
265060.48988006235,2301.0,100.14713372124568,123.0,137.46683926052518,0.3579864501953125,87.0,33.97399623503705,71.0,0.4506310356987847,AI,data/AI_SD_ukiyo-e/9-936114313-992838.jpg
251062.66677799736,1065.0,68.56250339084201,79.0,109.47239854600694,0.2074228922526041,59.0,41.607708911352674,39.0,0.1267479790581597,AI,data/AI_SD_ukiyo-e/9-982164901-636148.jpg
282248.5524249189,3216.0,91.01722717285156,115.0,105.76294793023004,0.1428646511501736,87.0,32.433462098626414,70.0,0.5226338704427084,AI,data/AI_SD_ukiyo-e/9-996343276-150778.jpg
241213.58068995972,782.0,91.685056898329,112.0,116.59767150878906,0.174864027235243,103.0,34.7956532399595,64.0,0.0185004340277777,AI,data/AI_SD_ukiyo-e/9-828434681-616755.jpg
281053.75131097075,1946.0,114.02531263563368,137.0,114.19071112738716,0.3474629720052083,106.0,27.929108585764947,83.0,0.2171885172526041,AI,data/AI_SD_ukiyo-e/9-858270745-486687.jpg
261137.79511057283,3319.0,106.16089884440105,166.0,128.60264587402344,0.4293941921657986,105.0,34.653486718548066,48.0,0.1359066433376736,AI,data/AI_SD_ukiyo-e/9-843977573-99873.jpg
242635.4313073521,3236.0,123.0295867919922,147.0,121.5558607313368,0.3548719618055556,131.0,29.27051103230811,93.0,0.1642608642578125,AI,data/AI_SD_ukiyo-e/9-995446556-94777.jpg
255443.00884927588,1503.0,116.16609530978732,170.0,130.7458987765842,0.2288174099392361,114.0,32.152696491208474,53.0,0.1427781846788194,AI,data/AI_SD_ukiyo-e/9-92296554-46784.jpg
264089.2006453391,2929.0,100.04444207085504,121.0,117.35154385036893,0.4025709364149306,92.0,26.237167692499646,68.0,0.2756449381510417,AI,data/AI_SD_ukiyo-e/9-9273450-696893.jpg
233347.5579230483,2994.0,102.16114807128906,127.0,133.08007134331598,0.1756473117404514,100.0,27.18140602210775,60.0,0.1579742431640625,AI,data/AI_SD_ukiyo-e/9-863622018-648848.jpg
261477.12758050935,3362.0,101.55758666992188,128.0,138.70628187391492,0.6066419813368056,94.0,31.235606999956108,68.0,0.1956261528862847,AI,data/AI_SD_ukiyo-e/9-916310664-994855.jpg
264280.3676522495,1453.0,138.48761494954428,188.0,130.73250155978732,0.444000244140625,153.0,29.999379890621256,88.0,0.1034020317925347,AI,data/AI_SD_ukiyo-e/9-902550762-392144.jpg
252065.48645656797,1270.0,97.48268296983508,114.0,117.07113817003038,0.219755384657118,102.0,38.60192756405195,70.0,0.4497816297743056,AI,data/AI_SD_ukiyo-e/9-974000903-584960.jpg
251582.0657895074,3609.0,93.188719007704,114.0,140.1932830810547,0.3061082628038194,82.0,26.129105302589096,64.0,0.1270073784722222,AI,data/AI_SD_ukiyo-e/9-9215763-453066.jpg
231210.97074197177,3038.0,107.76631673177084,149.0,120.78464084201389,0.1372341579861111,94.0,41.781051417041546,59.0,0.16650390625,AI,data/AI_SD_ukiyo-e/9-85974912-789391.jpg
245367.1391535416,3144.0,118.97779337565105,136.0,126.24608866373698,0.383392333984375,119.0,35.26709057354422,100.0,0.4006008572048611,AI,data/AI_SD_ukiyo-e/9-82801754-206944.jpg
262929.31212782697,2599.0,102.03802829318576,118.0,129.26069980197482,0.3961147732204861,99.0,23.812359984495576,77.0,0.4061635335286458,AI,data/AI_SD_ukiyo-e/9-890184539-352648.jpg
263530.81355897145,1174.0,117.16213480631512,153.0,129.3353034125434,0.3133663601345486,119.0,28.611742728954344,76.0,0.1356285942925347,AI,data/AI_SD_ukiyo-e/9-823135743-805768.jpg
238020.576513537,2502.0,114.72781880696614,177.0,129.4796617296007,0.2171359592013889,86.0,38.31873277151611,62.0,0.0322028266059027,AI,data/AI_SD_ukiyo-e/9-91694454-405919.jpg
204423.2671782157,1807.0,124.13486904568144,191.0,135.80511983235678,0.1237826877170139,110.0,46.30647268317764,61.0,0.036497328016493,AI,data/AI_SD_ukiyo-e/9-827046418-559946.jpg
268531.7009493983,2796.0,77.85108947753906,88.0,121.64551798502605,0.237394544813368,67.0,31.04426290940455,54.0,0.1948343912760416,AI,data/AI_SD_ukiyo-e/9-966718122-49050.jpg
272660.79936565144,3663.0,75.86626519097223,93.0,121.68095058865018,0.3281283908420139,60.0,25.363438234105864,44.0,0.3288642035590278,AI,data/AI_SD_ukiyo-e/9-837307515-395642.jpg
260939.42066908037,2440.0,98.4423828125,130.0,130.31126064724393,0.3174218071831597,94.0,38.89162809138627,79.0,0.5290493435329862,AI,data/AI_SD_ukiyo-e/9-965930374-608419.jpg
224451.9292414529,2153.0,111.62261793348524,157.0,146.48975796169705,0.5572764078776041,104.0,29.66711283048197,57.0,0.0452643500434027,AI,data/AI_SD_ukiyo-e/9-9273450-113395.jpg
249546.2127111344,2276.0,72.92795138888889,92.0,126.74281141493056,0.18017578125,45.0,39.35782147480901,38.0,0.0505625406901041,AI,data/AI_SD_ukiyo-e/9-977391159-603024.jpg
278286.26028592174,1911.0,103.33470492892796,146.0,110.4625261094835,0.2668694390190972,103.0,34.577524968800574,50.0,0.1912638346354166,AI,data/AI_SD_ukiyo-e/9-82427084-440472.jpg
228717.8617167746,1229.0,127.81361728244356,192.0,138.79959784613715,0.259429931640625,106.0,30.945271602951937,80.0,0.2858242458767361,AI,data/AI_SD_ukiyo-e/9-966440399-302737.jpg
268998.51497273013,3737.0,84.14272732204861,101.0,121.94683668348524,0.3209737141927083,59.0,29.88361469412378,45.0,0.227081298828125,AI,data/AI_SD_ukiyo-e/9-982270693-66381.jpg
243795.57813697107,1445.0,115.996578640408,168.0,133.57813856336804,0.3819461398654514,108.0,36.86152354834863,84.0,0.0554843478732638,AI,data/AI_SD_ukiyo-e/9-821584340-234696.jpg
263952.02454008185,2775.0,99.46761576334636,133.0,126.10127427842882,0.4261695014105903,109.0,31.305340236700843,56.0,0.067291259765625,AI,data/AI_SD_ukiyo-e/9-988268015-120156.jpg
246091.81381639655,1427.0,136.9508785671658,182.0,115.99007500542535,0.2005089653862847,164.0,36.25869377743651,92.0,0.0296122233072916,AI,data/AI_SD_ukiyo-e/9-95180924-17504.jpg
251208.05089825884,3442.0,100.36387464735245,140.0,122.24673631456164,0.2748735215928819,82.0,32.54256493837568,60.0,0.2655300564236111,AI,data/AI_SD_ukiyo-e/9-9273450-991932.jpg
248021.78287652784,3255.0,120.8002200656467,197.0,123.85711839463976,0.2499355740017361,111.0,44.94297199517237,50.0,0.0115475124782986,AI,data/AI_SD_ukiyo-e/9-96909893-993631.jpg
268812.1576869846,3462.0,115.33570861816406,153.0,119.18305121527776,0.2769334581163194,126.0,34.63849401223095,72.0,0.2141181098090278,AI,data/AI_SD_ukiyo-e/9-879758670-428483.jpg
180225.38805809352,2304.0,93.17914326985677,135.0,129.9951917860243,0.2043863932291666,58.0,31.337202657921672,43.0,0.0826314290364583,AI,data/AI_SD_ukiyo-e/9-951337832-820903.jpg
240757.1015286421,2315.0,84.60705905490451,96.0,127.539791531033,0.1947191026475694,76.0,34.306970038749206,58.0,0.16693115234375,AI,data/AI_SD_ukiyo-e/9-902242943-479036.jpg
245667.7083949311,1632.0,114.74167887369792,163.0,140.71526590983072,0.4092305501302083,125.0,37.38424703174552,74.0,0.0076158311631944,AI,data/AI_SD_ukiyo-e/9-84745921-830899.jpg
247271.1978032273,2888.0,132.68351236979166,190.0,122.24559868706598,0.3979746500651042,119.0,24.340307092158117,95.0,0.0442064073350694,AI,data/AI_SD_ukiyo-e/9-9799963-810650.jpg
245473.70129475728,2406.0,86.70997280544705,99.0,122.22091166178386,0.2848951551649306,84.0,35.17326389464935,67.0,0.4033423529730903,AI,data/AI_SD_ukiyo-e/9-845448692-363474.jpg
249182.76031727443,2381.0,115.12703959147136,146.0,110.7838863796658,0.2587856716579861,99.0,36.71637920821066,80.0,0.0547722710503472,AI,data/AI_SD_ukiyo-e/9-922711795-133877.jpg
231785.10526918303,1230.0,91.23282368977864,120.0,135.17964680989584,0.3878394232855903,82.0,29.37917999034041,65.0,0.1397501627604166,AI,data/AI_SD_ukiyo-e/9-88914919-939995.jpg
255860.6320604147,2096.0,90.10518052842882,102.0,139.43428548177084,0.4084337022569444,85.0,26.22417624066403,69.0,0.3663872612847222,AI,data/AI_SD_ukiyo-e/9-918839503-14560.jpg
272086.9911230739,2731.0,128.93019443088107,179.0,117.43390062120226,0.2904103597005208,113.0,24.648831028742627,91.0,0.3812204996744792,AI,data/AI_SD_ukiyo-e/9-89114128-855684.jpg
253670.8622514636,2982.0,121.95743476019965,151.0,118.61638556586372,0.3519236246744792,127.0,31.859904784319543,91.0,0.0326249864366319,AI,data/AI_SD_ukiyo-e/9-9508490-486529.jpg
267232.5525633796,2751.0,103.27002800835504,158.0,115.96457078721788,0.2374538845486111,69.0,27.431092460504345,53.0,0.3202446831597222,AI,data/AI_SD_ukiyo-e/9-893814666-291005.jpg
260237.08783104064,2807.0,87.60836791992188,105.0,118.23497178819444,0.2395782470703125,80.0,34.55395706358434,63.0,0.3946685791015625,AI,data/AI_SD_ukiyo-e/9-988110594-873234.jpg
271412.4216580919,2208.0,102.78687710232204,156.0,114.391354031033,0.2476908365885416,96.0,35.390978783535274,56.0,0.0771670871310764,AI,data/AI_SD_ukiyo-e/9-989476506-638389.jpg
271732.8004054305,1358.0,124.22507222493488,182.0,121.44807773166232,0.3761054144965278,123.0,27.81042517475483,75.0,0.1828511555989583,AI,data/AI_SD_ukiyo-e/9-917378555-927840.jpg
270788.7567611821,1570.0,80.3260481092665,102.0,135.19304741753473,0.3085615370008681,65.0,36.89196216991974,58.0,0.4639553493923611,AI,data/AI_SD_ukiyo-e/9-909039409-406748.jpg
260091.72498475065,1132.0,82.24596489800348,103.0,134.34305996365018,0.4622734917534722,79.0,31.44438482334262,58.0,0.0744747585720486,AI,data/AI_SD_ukiyo-e/9-826500308-178296.jpg
232544.79325729364,1687.0,126.06308152940538,204.0,109.961424085829,0.1497073703342014,103.0,31.721066093163003,66.0,0.0396779378255208,AI,data/AI_SD_ukiyo-e/9-821206748-343998.jpg
260497.3324847732,2197.0,110.8989020453559,146.0,121.09476555718317,0.4256252712673611,120.0,35.080647221019376,65.0,0.3533850775824653,AI,data/AI_SD_ukiyo-e/9-926823509-480517.jpg
241925.2194918718,2012.0,124.3311021592882,149.0,136.2700686984592,0.4416385226779514,129.0,29.97883203372567,86.0,0.0109897189670138,AI,data/AI_SD_ukiyo-e/9-82427084-668965.jpg
250038.06779619528,3144.0,83.94395785861545,104.0,113.39982435438368,0.1628909640842014,65.0,41.76022202427434,50.0,0.0568118625217013,AI,data/AI_SD_ukiyo-e/9-928106645-132870.jpg
282939.4885664168,3148.0,156.16853841145834,205.0,122.33415052625868,0.4125145806206597,163.0,35.24339440122583,133.0,0.3705037434895833,AI,data/AI_SD_ukiyo-e/9-951623799-862137.jpg
257224.81042895783,2379.0,125.47714402940538,174.0,138.61168755425348,0.4376373291015625,109.0,27.117857852599847,70.0,0.1666514078776041,AI,data/AI_SD_ukiyo-e/9-9273450-539198.jpg
242847.1033614068,2205.0,101.44908481174043,128.0,138.63596428765192,0.3988003200954861,93.0,25.93170654694951,72.0,0.0753394232855902,AI,data/AI_SD_ukiyo-e/9-950600080-372875.jpg
268496.8768056424,2289.0,133.57489183213977,188.0,123.22244432237412,0.2745513916015625,116.0,37.11290899847396,93.0,0.1780565049913194,AI,data/AI_SD_ukiyo-e/9-976968479-973106.jpg
236569.1152067718,3305.0,96.31514485677084,129.0,117.27750651041669,0.1719394259982639,88.0,34.40976508474561,59.0,0.4058125813802083,AI,data/AI_SD_ukiyo-e/9-923979008-871662.jpg
253639.80727389271,2285.0,114.2640143500434,163.0,125.66009860568576,0.3947313096788194,82.0,26.210589725649683,74.0,0.0294647216796875,AI,data/AI_SD_ukiyo-e/9-849152937-217823.jpg
226613.8789224347,2368.0,117.01312086317274,177.0,133.8130849202474,0.2379981146918403,101.0,37.84979714226982,62.0,0.1101430257161458,AI,data/AI_SD_ukiyo-e/9-857392641-768525.jpg
255008.76469752652,2066.0,95.26105075412326,140.0,149.7487063937717,0.4282158745659722,83.0,25.42984896302925,51.0,0.0501641167534722,AI,data/AI_SD_ukiyo-e/9-881915808-501846.jpg
263116.77857061964,2216.0,118.71224466959636,165.0,117.37756008572048,0.2632700602213542,112.0,37.202290761330005,80.0,0.0111168755425347,AI,data/AI_SD_ukiyo-e/9-940537015-181033.jpg
223033.15550066208,2864.0,131.28221808539496,156.0,137.38718838161893,0.4635891384548611,133.0,39.13433162401298,97.0,0.2824978298611111,AI,data/AI_SD_ukiyo-e/9-90486162-84880.jpg
255996.61486166535,3267.0,120.59879048665364,152.0,119.24322509765624,0.131559583875868,133.0,29.72120978531168,95.0,0.0125579833984375,AI,data/AI_SD_ukiyo-e/9-945926205-983164.jpg
229773.63724601103,2877.0,87.88073221842448,120.0,131.2752973768446,0.2498541937934028,61.0,30.951652752446225,43.0,0.2240176730685764,AI,data/AI_SD_ukiyo-e/9-966759149-398843.jpg
257197.04406100136,1350.0,89.737791273329,124.0,128.2270745171441,0.3035176595052083,87.0,34.211782921937235,45.0,0.1803538004557291,AI,data/AI_SD_ukiyo-e/9-827282371-738582.jpg
253385.57747480235,3117.0,123.5347205268012,164.0,117.49514600965712,0.2509341769748264,111.0,22.894985200990803,82.0,0.3320855034722222,AI,data/AI_SD_ukiyo-e/9-976962352-675336.jpg
260011.1883102645,1594.0,111.71209716796876,111.0,135.07782660590277,0.2270100911458333,94.0,27.258062042688103,84.0,0.0042775472005208,AI,data/AI_SD_ukiyo-e/9-982164901-335299.jpg
245706.46583769,2615.0,118.2830810546875,142.0,119.83680216471356,0.4209255642361111,121.0,31.02302712503293,87.0,0.0378214518229166,AI,data/AI_SD_ukiyo-e/9-900780792-31024.jpg
278269.33580470894,1355.0,69.76980421278212,86.0,128.3527374267578,0.438720703125,65.0,25.31053832606346,45.0,0.3142835828993056,AI,data/AI_SD_ukiyo-e/9-843977573-756400.jpg
